fold,best_epoch,val_accuracy,val_f1_score,val_loss
1,15,0.7669902912621359,0.7584956481537317,0.8331481172488286
2,15,0.6730769230769231,0.6583848601027816,0.8446324055011456
3,15,0.6634615384615384,0.6590231005553585,0.8436148029107314
