fold,best_epoch,val_accuracy,val_f1_score,val_loss
1,11,0.7087378640776699,0.7012792861136535,0.7734759725057162
2,6,0.7019230769230769,0.6887462801216888,0.7473902152134821
3,11,0.7211538461538461,0.7218226218226218,0.6601915107323573
