fold,best_epoch,val_accuracy,val_f1_score,val_loss
1,7,0.6504854368932039,0.621750627678972,0.7794682440849451
2,6,0.7211538461538461,0.7137239072771305,0.7741350348179157
3,8,0.6826923076923077,0.6944454170994324,0.6386249753145071
