fold,best_epoch,val_accuracy,val_f1_score,val_loss
1,3,0.5339805825242718,0.5295000381180643,0.9324490267496842
2,3,0.6923076923076923,0.6651257196659823,0.7820516366225022
3,4,0.6538461538461539,0.6484644000727229,0.7703721867157862
