fold,best_epoch,val_accuracy,val_f1_score,val_loss
1,2,0.5384615384615384,0.5553218839983546,0.9907237749833328
2,6,0.6153846153846154,0.6265721418813887,1.1410721173653235
3,4,0.5825242718446602,0.5672006927369312,0.976281266946059
