fold,best_epoch,val_accuracy,val_f1_score,val_loss
1,10,0.723404255319149,0.7032369794576304,0.6479185012479624
2,6,0.6521739130434783,0.6386806596701649,0.8865386272470156
3,15,0.8260869565217391,0.82791937364651,0.4416162210206191
