fold,best_epoch,val_accuracy,val_f1_score,val_loss
1,15,0.6434782608695652,0.6196383650863608,0.8868268688519796
2,15,0.5877192982456141,0.5149746641556596,0.8869018952051798
3,15,0.7017543859649122,0.6869664582913222,0.8299583594004313
