fold,best_epoch,val_accuracy,val_f1_score,val_loss
1,5,0.625,0.6080187974418744,0.7983822685021621
2,8,0.6346153846153846,0.6167087175750543,0.8589566327058352
3,4,0.6699029126213593,0.6546739387053119,0.7723711958298316
