fold,best_epoch,val_accuracy,val_f1_score,val_loss
1,5,0.7021276595744681,0.702606829966029,0.7469808980822563
2,5,0.717391304347826,0.7180416202155332,0.7831648401916027
3,7,0.7608695652173914,0.7594711416221713,0.5349099971354008
