fold,best_epoch,val_accuracy,val_f1_score,val_loss
1,15,0.7766990291262136,0.771588125149508,0.7507951695185441
2,14,0.6634615384615384,0.6401172174198491,0.8265173549835498
3,13,0.6442307692307693,0.6282166212690642,0.8159131178489099
