fold,best_epoch,val_accuracy,val_f1_score,val_loss
1,5,0.6116504854368932,0.6192884438652845,0.8620882148926075
2,1,0.5288461538461539,0.5273586654309546,0.9847236688320453
3,3,0.5865384615384616,0.5833669705430332,0.852242323068472
