fold,best_epoch,val_accuracy,val_f1_score,val_loss
1,4,0.7115384615384616,0.7001536593855323,0.7504408703400538
2,1,0.5961538461538461,0.5876076615758742,0.9172787666320801
3,3,0.5631067961165048,0.5751325773027658,0.8819183890636151
