fold,best_epoch,val_accuracy,val_f1_score,val_loss
1,6,0.7659574468085106,0.7521902377972466,0.7719602361321449
2,8,0.7608695652173914,0.7630617464377055,0.7012664275243878
3,12,0.8260869565217391,0.8294086011477316,0.4939767699688673
