fold,best_epoch,val_accuracy,val_f1_score,val_loss
1,8,0.6730769230769231,0.6619845484117872,0.7628110486727494
2,3,0.5769230769230769,0.5783023329129887,0.8565255678617038
3,5,0.6796116504854369,0.6515133648501047,0.8009457634045527
