fold,best_epoch,val_accuracy,val_f1_score,val_loss
1,5,0.6595744680851063,0.6498040170684304,0.8771610545615355
2,5,0.7608695652173914,0.7582483702716268,0.8421339336782694
3,9,0.782608695652174,0.7804051190778879,0.43813284548620385
