fold,best_epoch,val_accuracy,val_f1_score,val_loss
1,9,0.5922330097087378,0.6026102697134258,0.8673326350175418
2,13,0.6442307692307693,0.6409569597069598,0.8459549775490394
3,13,0.7019230769230769,0.7010656010656011,0.7701371495540326
