fold,best_epoch,val_accuracy,val_f1_score,val_loss
1,8,0.6213592233009708,0.6216068951852585,0.8160158877189343
2,10,0.6538461538461539,0.652526395173454,0.8086416331621317
3,11,0.6730769230769231,0.6708754398459074,0.7816362312206855
